object_id,public_caption,img_title,original_image_url,caption,is_oasc,gcs_url,object_number,is_highlight,is_public_domain,department,object_name,obj_title,culture,period,dynasty,reign,portfolio,artist_role,artist_prefix,artist_display_name,artist_display_bio,artist_suffix,artist_alpha_sort,artist_nationality,artist_begin_date,artist_end_date,object_date,object_begin_date,object_end_date,medium,dimensions,credit_line,geography_type,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rights_and_reproduction,link_resource,metadata_date,repository
441104,,,http://images.metmuseum.org/CRDImages/ep/original/DP257756.jpg,Overall,TRUE,gs://gcs-public-data--met/441104/0.jpg,2010.454,FALSE,TRUE,European Paintings,Painting,Still Life with Flowers and Prickly Pears,,,,,,Artist,,Auguste Renoir,"French, Limoges 1841â€“1919 Cagnes-sur-Mer",,"Renoir, Auguste",French,1841,1919,ca. 1885,1880,1890,Oil on canvas,28 7/8 x 23 3/8 in. (73.3 x 59.4 cm),"Bequest of Catherine Vance Gaisman, 2010",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/441104,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
459128,,,http://images.metmuseum.org/CRDImages/rl/original/0242-1.jpg,,TRUE,gs://gcs-public-data--met/459128/0.jpg,1975.1.242,FALSE,TRUE,Robert Lehman Collection,Painting,Figures and a Dog in a Landscape,,,,,,Artist,,Narcisse-Virgile Diaz de la PeÃ±a,"French, Bordeaux 1808â€“1876 Menton",,"Diaz de la PeÃ±a, Narcisse-Virgile",French,1808,1876,1852,1852,1852,Oil on wood,17 1/4 x 11 3/4 in. (43.8 x 29.8 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459128,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51771,,,http://images.metmuseum.org/CRDImages/as/original/DP170416.jpg,,TRUE,gs://gcs-public-data--met/51771/0.jpg,51.106,FALSE,TRUE,Asian Art,Hanging scroll,,China,Qing dynasty (1644â€“1911),,,,Artist,,Unidentified Artist,,"Chinese, 19th century",Unidentified Artist,,,,19th century,1800,1899,Hanging scroll; paint on paper,63 3/4 x 24 3/8 in. (161.9 x 61.9 cm),"Gift of Roland Koscherak, 1951",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51771,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
54644,,,http://images.metmuseum.org/CRDImages/as/original/DP211826.jpg,,TRUE,gs://gcs-public-data--met/54644/0.jpg,14.76.61.38,FALSE,TRUE,Asian Art,Album leaf,æ¡œã«å°ç¦½å›³|Birds on a Flowering Branch,Japan,Meiji period (1868â€“1912),,,,Artist,,Watanabe Seitei,"Japanese, 1851â€“1918",,Watanabe Seitei,Japanese,1851,1918,ca. 1887,1877,1897,Album leaf; ink and color on silk,14 1/4 x 10 3/4 in. (36.2 x 27.3 cm),"Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/54644,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
64849,,,http://images.metmuseum.org/CRDImages/as/original/64_167_12.jpg,,TRUE,gs://gcs-public-data--met/64849/0.jpg,64.167.12,FALSE,TRUE,Asian Art,Leaf from a Ragamala (?),,India,Rajput,,,,,,,,,,,,,late 19thâ€“early 20th century,1867,1933,Colors and gold on paper,9 5/8 x 7 1/8 in. (24.4 x 18.1 cm),"Gift of Adele Simpson, 1964",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/64849,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
64851,,,http://images.metmuseum.org/CRDImages/as/original/64_167_14.jpg,,TRUE,gs://gcs-public-data--met/64851/0.jpg,64.167.14,FALSE,TRUE,Asian Art,Leaf from a Ragamala (?),,India,Rajput,,,,,,,,,,,,,ca. 1800,1790,1810,Colors on gold on paper,11 1/2 x 8 3/4 in. (29.2 x 22.2 cm),"Gift of Adele Simpson, 1964",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/64851,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51428,,,http://images.metmuseum.org/CRDImages/as/original/13_220_20_O.jpg,,TRUE,gs://gcs-public-data--met/51428/0.jpg,13.220.20,FALSE,TRUE,Asian Art,Hanging scroll,,China,Qing dynasty (1644â€“1911),,,,Artist|Artist,After,Unidentified Artist|Zhao Mengfu,"Chinese, 1254â€“1322",,Unidentified Artist|Zhao Mengfu,Chinese,1254,1322,,1644,1911,Hanging scroll; ink and color on silk,21 1/2 x 13 3/4 in. (54.6 x 34.9 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51428,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
3926,,,http://images.metmuseum.org/CRDImages/ad/original/25456_83.2.96.jpg,,TRUE,gs://gcs-public-data--met/3926/0.jpg,83.2.96,FALSE,TRUE,American Decorative Arts,Painting,Panel of George Washington,,,,,,Maker,,William P. Babcock,1826â€“1899,,"Babcock, William P.",,1826,1899,1846â€“83,1846,1883,Panel,5 1/2 x 4 1/2 in. (14 x 11.4 cm),"Gift of William H. Huntington, 1883",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/3926,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
57287,,,http://images.metmuseum.org/CRDImages/as/original/56_121_37_162327.jpg,,TRUE,gs://gcs-public-data--met/57287/0.jpg,56.121.37,FALSE,TRUE,Asian Art,Drawing,,Japan,Edo period (1615â€“1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760â€“1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18thâ€“19th century,1700,1899,Ink on paper,7 9/16 x 5 7/8 in. (19.2 x 14.9 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57287,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
670939,,,http://images.metmuseum.org/CRDImages/as/original/2015_300_84_D1_Burke.jpg,Detail,TRUE,gs://gcs-public-data--met/670939/0.jpg,2015.300.84,FALSE,TRUE,Asian Art,Handscroll,,Japan,Edo period (1615â€“1868),,,,Artist,,Nonoyama KÅzan,"Japanese, 1780â€“1847",,Nonoyama KÅzan,,1780,1847,1822,1822,1822,"Handscroll; ink, color and gold on paper",Image: 13 5/8 Ã— 54 15/16 in. (34.6 Ã— 139.5 cm) Overall with mounting: 14 15/16 Ã— 93 1/2 in. (38 Ã— 237.5 cm) Overall with knobs: 16 5/16 Ã— 93 1/2 in. (41.5 Ã— 237.5 cm),"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/670939,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
436543,,,http://images.metmuseum.org/CRDImages/ep/original/DT11823.jpg,Overall,TRUE,gs://gcs-public-data--met/436543/0.jpg,55.145.2,FALSE,TRUE,European Paintings,Painting,Josefa de Castilla Portugal y van Asbrock de Garcini (1775â€“about 1850),,,,,,Artist,,Goya (Francisco de Goya y Lucientes),"Spanish, Fuendetodos 1746â€“1828 Bordeaux",,Goya (Francisco de Goya y Lucientes),Spanish,1746,1828,1804,1804,1804,Oil on canvas,41 x 32 3/8 in. (104.1 x 82.2 cm),"Bequest of Harry Payne Bingham, 1955",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436543,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
435775,,,http://images.metmuseum.org/CRDImages/ep/original/DP169651.jpg,Overall,TRUE,gs://gcs-public-data--met/435775/0.jpg,1974.289.2,FALSE,TRUE,European Paintings,Painting,Kynance,,,,,,Artist,,John Brett,"British, Bletchingly 1831â€“1902 London",,"Brett, John",British,1831,1902,1888,1888,1888,Oil on canvas,7 x 14 1/8 in. (17.8 x 35.9 cm),"Bequest of Theodore Rousseau Jr., 1973",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435775,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
48881,,,http://images.metmuseum.org/CRDImages/as/original/14_76_45_02_sf.jpg,Overall,TRUE,gs://gcs-public-data--met/48881/0.jpg,14.76.45,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Edo period (1615â€“1868),,,,Artist,,Hokuga,"Japanese, active early 19th century",,Hokuga,Japanese,1800,1835,19th century,1800,1868,Hanging scroll; ink and color on silk,Image: 12 13/16 Ã— 22 5/8 in. (32.5 Ã— 57.5 cm) Overall with mounting: 50 1/8 Ã— 28 3/8 in. (127.3 Ã— 72 cm) Overall with knobs: 50 1/8 Ã— 30 9/16 in. (127.3 Ã— 77.6 cm),"Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/48881,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
55305,seal,,http://images.metmuseum.org/CRDImages/as/original/DP260441.jpg,,TRUE,gs://gcs-public-data--met/55305/2.jpg,36.100.23,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Edo period (1615â€“1868),,,,Artist,Attributed to,Sakai HÅitsu,"Japanese, 1761â€“1828",,Sakai HÅitsu,Japanese,1761,1828,,1761,1828,Hanging scroll; ink and color on paper,34 1/4 x 13 in. (87x 33 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/55305,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
70416,,,http://images.metmuseum.org/CRDImages/as/original/185526.jpg,,TRUE,gs://gcs-public-data--met/70416/0.jpg,66.122.22,FALSE,TRUE,Asian Art,Piece,,Japan,,,,,,,,,,,,,,19th century,1800,1899,Cotton,24 x 13 in. (60.96 x 33.02 cm),"Seymour Fund, 1966",,,,,,,,,,,,Textiles-Painted and Printed,,http://www.metmuseum.org/art/collection/search/70416,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
198144,,,http://images.metmuseum.org/CRDImages/es/original/116255.jpg,,TRUE,gs://gcs-public-data--met/198144/0.jpg,38.145.12,FALSE,TRUE,European Sculpture and Decorative Arts,Medallion,Medallion,German,,,,,,,,,,,,,,1811,1811,1811,Glass,Overall (sight): 3 1/8 Ã— 2 5/8 in. (7.9 Ã— 6.7 cm),"Bequest of Mary Martin, 1938",,,,,,,,,,,,Glass-Painted,,http://www.metmuseum.org/art/collection/search/198144,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51523,,,http://images.metmuseum.org/CRDImages/as/original/DP211850.jpg,,TRUE,gs://gcs-public-data--met/51523/0.jpg,14.76.61.62,FALSE,TRUE,Asian Art,Album leaf,,China,Ming (1368â€“1644) or Qing (1644â€“1911) dynasty,,,,Artist|Artist,Formerly Attributed to,Li Gonglin|Unidentified Artist,"Chinese, ca. 1041â€“1106",,Li Gonglin|Unidentified Artist,Chinese,1041,1106,,1368,1911,Albun leaf; ink and color on silk,Image: 10 1/4 Ã— 10 1/4 in. (26 Ã— 26 cm) Sheet: 12 1/4 Ã— 15 3/4 in. (31.1 Ã— 40 cm),"Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51523,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
54756,,,http://images.metmuseum.org/CRDImages/as/original/DP211885.jpg,,TRUE,gs://gcs-public-data--met/54756/0.jpg,14.76.61.96,FALSE,TRUE,Asian Art,Album leaf,,Japan,Meiji period (1868â€“1912),,,,Artist,,Seki ShÅ«kÅ,"Japanese, 1858â€“1915",,Seki ShÅ«kÅ,Japanese,1858,1915,ca. 1890â€“92,1890,1892,Album leaf; silk,13 5/8 x 10 7/8 in. (34.6 x 27.6 cm),"Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/54756,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51509,,,http://images.metmuseum.org/CRDImages/as/original/13_220_108_O.jpg,,TRUE,gs://gcs-public-data--met/51509/1.jpg,13.220.108,FALSE,TRUE,Asian Art,Hanging scroll,,China,Qing dynasty (1644â€“1911),,,,Artist,,Unidentified Artist,,,Unidentified Artist,,,,,1644,1911,Hanging scroll; ink and color on silk,67 1/2 x 20 1/8 in. (171.5 x 51.1 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51509,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
482,,,http://images.metmuseum.org/CRDImages/ad/original/25894_83.2.234.jpg,,TRUE,gs://gcs-public-data--met/482/0.jpg,83.2.234,FALSE,TRUE,American Decorative Arts,Painting,Portrait of Benjamin Franklin,,,,,,,,,,,,,,,1776â€“1883,1776,1883,Oil on wood,5 5/8 x 3 1/2 in. (14.3 x 8.9 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/482,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
49100,,,http://images.metmuseum.org/CRDImages/as/original/36_100_63_108883.jpg,,TRUE,gs://gcs-public-data--met/49100/0.jpg,36.100.63,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Edo period (1615â€“1868),,,,Artist|Artist,In the Style of,Kano Osanobu|Yoden,"1796â€“1846|Chinese, active early Yuan period (1279â€“1368)",,Kano Osanobu|Yoden,Japanese|Chinese,1796      |1279,1846      |1368,19th century,1800,1846,Hanging scroll; ink on silk,37 1/2 x 17 1/4 in. (95.3 x 43.8 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/49100,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
57164,,,http://images.metmuseum.org/CRDImages/as/original/1975_282_2_207223.jpg,,TRUE,gs://gcs-public-data--met/57164/0.jpg,1975.282.2,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,,,,,Artist,,Tsurana,"Japanese, 1809â€“1892",,Tsurana,Japanese,1809,1892,19th century,1809,1892,Hanging scroll; ink and color on silk,15 1/2 x 49 1/2 in. (39.4 x 125.7 cm),"Gift of Dr. and Mrs. Harold B. Bilsky, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57164,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
435873,,,http://images.metmuseum.org/CRDImages/ep/original/DT1938.jpg,Overall,TRUE,gs://gcs-public-data--met/435873/0.jpg,29.100.65,FALSE,TRUE,European Paintings,Painting,Gustave Boyer (b. 1840) in a Straw Hat,,,,,,Artist,,Paul CÃ©zanne,"French, Aix-en-Provence 1839â€“1906 Aix-en-Provence",,"CÃ©zanne, Paul",French,1839,1906,1870â€“71,1870,1871,"Oil on paper, laid down on canvas",21 5/8 x 15 1/4 in. (54.9 x 38.7 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435873,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
435976,,,http://images.metmuseum.org/CRDImages/ep/original/DT2129.jpg,Overall,TRUE,gs://gcs-public-data--met/435976/0.jpg,29.160.33,FALSE,TRUE,European Paintings,Painting,The Letter,,,,,,Artist,,Camille Corot,"French, Paris 1796â€“1875 Paris",,"Corot, Camille",French,1796,1875,ca. 1865,1860,1870,Oil on wood,21 1/2 x 14 1/4 in. (54.6 x 36.2 cm),"H. O. Havemeyer Collection, Gift of Horace Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435976,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437364,,,http://images.metmuseum.org/CRDImages/ep/original/DP162150.jpg,Overall,TRUE,gs://gcs-public-data--met/437364/0.jpg,45.59.2,FALSE,TRUE,European Paintings,Painting,William Scott-Elliot of Arkleton (1811â€“1901),,,,,,Artist,,Sir Henry Raeburn,"British, Stockbridge, Scotland 1756â€“1823 Edinburgh, Scotland",,"Raeburn, Henry, Sir","British, Scottish",1756,1923,ca. 1815â€“16,1815,1816,Oil on canvas,47 3/8 x 36 5/8 in. (120.3 x 93 cm),"Fletcher Fund, 1945",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437364,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437473,,,http://images.metmuseum.org/CRDImages/ep/original/DP264496.jpg,Overall,TRUE,gs://gcs-public-data--met/437473/0.jpg,17.190.29,FALSE,TRUE,European Paintings,Painting,The Bathing Pool,,,,,,Artist,,Hubert Robert,"French, Paris 1733â€“1808 Paris",,"Robert, Hubert",French,1733,1808,,1753,1808,Oil on canvas,68 3/4 x 48 3/4 in. (174.6 x 123.8 cm),"Gift of J. Pierpont Morgan, 1917",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437473,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
435753,,,http://images.metmuseum.org/CRDImages/ep/original/ep60.122.R.jpg,Overall,TRUE,gs://gcs-public-data--met/435753/0.jpg,60.122,FALSE,TRUE,European Paintings,Painting,The Proposal,,,,,,Artist,,William Bouguereau,"French, La Rochelle 1825â€“1905 La Rochelle",,"Bouguereau, William",French,1825,1905,1872,1872,1872,Oil on canvas,64 3/8 x 44 in. (163.5 x 111.8 cm),"Gift of Mrs. Elliot L. Kamen, in memory of her father, Bernard R. Armour, 1960",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435753,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51798,,,http://images.metmuseum.org/CRDImages/as/original/52_198_O1_sf.jpg,overall,TRUE,gs://gcs-public-data--met/51798/0.jpg,52.198,FALSE,TRUE,Asian Art,Hanging scroll,,China,Qing dynasty (1644â€“1911),,,,Artist,,Jiang Jun,,,Jiang Jun,Chinese,,,,1644,1911,Hanging scroll; ink and color on silk,34 x 18 7/8in. (86.4 x 47.9cm) Image: 33 7/8 Ã— 19 1/2 in. (86 Ã— 49.5 cm) Overall with mounting: 47 1/2 Ã— 27 in. (120.7 Ã— 68.6 cm),"Gift of Mr. Joseph Milner, 1952, and of Mrs. Joseph Milner, 1955",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51798,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
76811,"with mounting, rollers, and knobs",,http://images.metmuseum.org/CRDImages/as/original/DP298224.jpg,Overall,TRUE,gs://gcs-public-data--met/76811/1.jpg,2011.525,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Edo period (1615â€“1868),,,,Artist,,ShunkÅsai HokushÅ«,"Japanese, active 1808â€“32",,ShunkÅsai HokushÅ«,Japanese,1808,1832,ca. 1812,1802,1822,Hanging scroll; ink and color on silk,Image: 26 x 13 1/2 in. (66 x 34.3 cm) Overall with mounting: 58 1/2 x 17 1/8 in. (148.6 x 43.5 cm),"Gift of Miki and Sebastian Izzard, in honor of James C. Y. Watt, 2011",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/76811,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
205309,,,http://images.metmuseum.org/CRDImages/es/original/196239.jpg,,TRUE,gs://gcs-public-data--met/205309/0.jpg,1971.4.1,FALSE,TRUE,European Sculpture and Decorative Arts,Harpsichord,Harpsichord (part of a set),Italian,,,,,Artist,Painting under the lid attributed to,Crescenzio Onofri,"Italian, Rome after 1632â€“after 1712 Florence",,"Onofri, Crescenzio",Italian,1632,1712,possibly 19thâ€“20th century,1800,1999,Gilded and painted wood,H. (with top raised) 66-1/2 x W. (of keyboard) 34 x D. 51-1/2 in.  (168.9 x 86.4 x 130.8 cm),"Gift of Madame Lilliana Teruzzi, 1971",,,,,,,,,,,,Woodwork-Furniture|Chordophone-Zither-plucked-harpsichord|Paintings,,http://www.metmuseum.org/art/collection/search/205309,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
57192,,,http://images.metmuseum.org/CRDImages/as/original/DP205531.jpg,,TRUE,gs://gcs-public-data--met/57192/0.jpg,36.100.109,FALSE,TRUE,Asian Art,Painting,,Japan,Meiji period (1868â€“1912),,,,Artist,,Shibata Zeshin,"Japanese, 1807â€“1891",,Shibata Zeshin,Japanese,1807,1891,1882,1882,1882,Lacquer on paper,7 1/2 x 6 1/2 in. (19.1 x 16.5 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57192,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
54737,,,http://images.metmuseum.org/CRDImages/as/original/DP211866.jpg,,TRUE,gs://gcs-public-data--met/54737/0.jpg,14.76.61.77,FALSE,TRUE,Asian Art,Album leaf,,Japan,Meiji period (1868â€“1912),,,,Artist,,Seki ShÅ«kÅ,"Japanese, 1858â€“1915",,Seki ShÅ«kÅ,Japanese,1858,1915,1892,1892,1892,Album leaf; ink and color on silk,13 7/8 x 10 1/2 in. (35.2 x 26.7 cm),"Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/54737,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51859,,,http://images.metmuseum.org/CRDImages/as/original/1971_124_O.JPG,,TRUE,gs://gcs-public-data--met/51859/0.JPG,1971.124,FALSE,TRUE,Asian Art,Hanging scroll,,China,,,,,Artist|Artist,After,Hongren|Unidentified Artist,"Chinese, 1610â€“1664",,HONGREN|Unidentified Artist,Chinese,1610,1664,20th century,1900,1999,Hanging scroll; ink and color on paper,Image: 55 x 30 3/8 in. (139.7 x 77.2 cm) Overall with mounting: 111 x 36 7/8 in. (281.9 x 93.7 cm) Overall with rollers: 111 x 41 in. (281.9 x 104.1 cm),"Purchase, Bequest of Dorothy Graham Bennett, 1971",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51859,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
57342,,,http://images.metmuseum.org/CRDImages/as/original/55_161_2_O1.jpg,,TRUE,gs://gcs-public-data--met/57342/1.jpg,55.161.2,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Meiji period (1868â€“1912),,,,Artist,In the Style of,Shibata Zeshin,"Japanese, 1807â€“1891",,Shibata Zeshin,Japanese,1807,1891,19th century,1807,1891,Hanging scroll; ink and color on silk,14 3/8 x 10 3/4 in. (36.5 x 27.3 cm),"Purchase, Gifts, Bequests, and Funds from various donors, by exchange, 1955",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57342,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
36018,,,http://images.metmuseum.org/CRDImages/as/original/DP165864_CRD.jpg,,TRUE,gs://gcs-public-data--met/36018/0.jpg,"13.220.37a, b",FALSE,TRUE,Asian Art,Handscroll,,China,Qing dynasty (1644â€“1911),,,,Artist,In the Style of,Shitao (Zhu Ruoji),"Chinese, 1642â€“1707",,Shitao,Chinese,1642,1707,19thâ€“early 20th century,1800,1913,Handscroll; ink on paper,19 5/8 in. Ã— 20 ft. 9 3/4 in. (49.8 Ã— 634.4 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36018,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51643,,,http://images.metmuseum.org/CRDImages/as/original/DP202137_CRD.jpg,,TRUE,gs://gcs-public-data--met/51643/0.jpg,47.18.12,FALSE,TRUE,Asian Art,Handscroll,å£ºå¤©èšæ¨‚åœ–|Merry Gatherings in the Magic Jar,China,Ming (1368â€“1644) or Qing dynasty (1644â€“1911),,,,Artist|Artist,In the Style of,Gong Kai|Unidentified Artist,"Chinese, 1222â€“after 1304",,Gong Kai|Unidentified Artist,Chinese,1222,1310,,1368,1911,Handscroll; ink on paper,Image: 11 1/2 in. Ã— 12 ft. 3 3/8 in. (29.2 Ã— 374.4 cm),"From the Collection of A. W. Bahr, Purchase, Fletcher Fund, 1947",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51643,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
49089,,,http://images.metmuseum.org/CRDImages/as/original/18_77_5_O1_sf.jpg,,TRUE,gs://gcs-public-data--met/49089/1.jpg,18.77.5,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Edo period (1615â€“1868),,,,Artist,,Eiraku Hozen,1795â€“1854,,Eiraku Hozen,,1795,1854,19th century,1800,1854,Hanging scroll; ink and color on paper,Overall: 47 1/2 x 16 7/8 in. (120.7 x 42.9 cm) Overall with mounting: 67 1/4 x 21 7/8 in. (170.8 x 55.6 cm) Overall with knobs: 67 1/4 x 23 3/4 in. (170.8 x 60.3 cm),"Rogers Fund, 1918",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/49089,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
40346,,,http://images.metmuseum.org/CRDImages/as/original/45_97_3_134842.jpg,,TRUE,gs://gcs-public-data--met/40346/0.jpg,45.97.3,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Edo period (1615â€“1868),,,,,,,,,,,,,18thâ€“19th century,1700,1899,Hanging scroll; ink and color on paper,27 7/16 x 8 1/2 in. (69.7 x 21.6 cm),"Gift of Mrs. Henry J. Bernheim, 1945",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40346,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
671011,,,http://images.metmuseum.org/CRDImages/as/original/2015_300_184_D1_Burke.jpg,Detail,TRUE,gs://gcs-public-data--met/671011/3.jpg,2015.300.184,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Edo period (1615â€“1868),,,,Artist,,Takahashi SÅhei,"Japanese, 1804?â€“?1835",,Takahashi SÅhei,,1804,1835,1832,1832,1832,Hanging scroll; ink and color on paper,Image: 40 1/16 Ã— 16 1/2 in. (101.8 Ã— 41.9 cm) Overall with mounting: 69 11/16 Ã— 22 1/16 in. (177 Ã— 56 cm) Overall with knobs: 69 11/16 Ã— 24 7/16 in. (177 Ã— 62 cm),"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/671011,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
