object_id,public_caption,img_title,original_image_url,caption,is_oasc,gcs_url,object_number,is_highlight,is_public_domain,department,object_name,obj_title,culture,period,dynasty,reign,portfolio,artist_role,artist_prefix,artist_display_name,artist_display_bio,artist_suffix,artist_alpha_sort,artist_nationality,artist_begin_date,artist_end_date,object_date,object_begin_date,object_end_date,medium,dimensions,credit_line,geography_type,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rights_and_reproduction,link_resource,metadata_date,repository
437460,,,http://images.metmuseum.org/CRDImages/ep/original/DP267029.jpg,Obverse,TRUE,gs://gcs-public-data--met/437460/0.jpg,87.15.57,FALSE,TRUE,European Paintings,Painting,A Canal in Venice,,,,,,Artist,,MartÃ­n Rico y Ortega,"Spanish, Madrid 1833â€“1908 Venice",,"Rico y Ortega, MartÃ­n",Spanish,1833,1908,ca. 1875,1875,1875,Oil on canvas,19 3/4 x 26 3/4 in. (50.2 x 67.9 cm),"Catharine Lorillard Wolfe Collection, Bequest of Catharine Lorillard Wolfe, 1887",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437460,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
435749,,,http://images.metmuseum.org/CRDImages/ep/original/DT1032.jpg,Overall,TRUE,gs://gcs-public-data--met/435749/0.jpg,07.88.4,FALSE,TRUE,European Paintings,Painting,On the Beach at Trouville,,,,,,Artist,,EugÃ¨ne Boudin,"French, Honfleur 1824â€“1898 Deauville",,"Boudin, EugÃ¨ne",French,1824,1898,1863,1863,1863,Oil on wood,10 x 18 in. (25.4 x 45.7 cm),"Bequest of Amelia B. Lazarus, 1907",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435749,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437424,,,http://images.metmuseum.org/CRDImages/ep/original/DT1399.jpg,Overall,TRUE,gs://gcs-public-data--met/437424/0.jpg,51.2,FALSE,TRUE,European Paintings,Painting,"Madame Ã‰douard Bernier (Marie-Octavie-StÃ©phanie Laurens, 1838â€“1920)",,,,,,Artist,,Auguste Renoir,"French, Limoges 1841â€“1919 Cagnes-sur-Mer",,"Renoir, Auguste",French,1841,1919,1871,1871,1871,Oil on canvas,30 3/4 x 24 1/2 in. (78.1 x 62.2 cm),"Gift of Margaret Seligman Lewisohn, in memory of her husband, Sam A. Lewisohn, and of her sister-in-law, Adele Lewisohn Lehman, 1951",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437424,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437989,,,http://images.metmuseum.org/CRDImages/ep/original/DT1939.jpg,Overall,TRUE,gs://gcs-public-data--met/437989/0.jpg,1997.60.1,FALSE,TRUE,European Paintings,Painting,Dish of Apples,,,,,,Artist,,Paul CÃ©zanne,"French, Aix-en-Provence 1839â€“1906 Aix-en-Provence",,"CÃ©zanne, Paul",French,1839,1906,ca. 1876â€“77,1876,1877,Oil on canvas,18 1/8 x 21 3/4 in. (46 x 55.2 cm),"The Walter H. and Leonore Annenberg Collection, Gift of Walter H. and Leonore Annenberg, 1997, Bequest of Walter H. Annenberg, 2002",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437989,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437179,,,http://images.metmuseum.org/CRDImages/ep/original/DP164787.jpg,Overall,TRUE,gs://gcs-public-data--met/437179/0.jpg,15.30.56,FALSE,TRUE,European Paintings,Painting,"Near Penshurst, Kent",,,,,,Artist,,Patrick Nasmyth,"British, Edinburgh, Scotland 1787â€“1831 London",,"Nasmyth, Patrick","British, Scottish",1787,1831,1828,1828,1828,Oil on wood,27 1/2 x 36 1/4 in. (69.9 x 92.1 cm),"Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437179,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437354,,,http://images.metmuseum.org/CRDImages/ep/original/DP170905.jpg,Overall,TRUE,gs://gcs-public-data--met/437354/0.jpg,50.145.31,FALSE,TRUE,European Paintings,Painting,The Drummond Children,,,,,,Artist,,Sir Henry Raeburn,"British, Stockbridge, Scotland 1756â€“1823 Edinburgh, Scotland",,"Raeburn, Henry, Sir","British, Scottish",1756,1923,ca. 1808â€“9,1808,1809,Oil on canvas,94 1/4 x 60 1/4 in. (239.4 x 153 cm),"Bequest of Mary Stillman Harkness, 1950",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437354,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437295,,,http://images.metmuseum.org/CRDImages/ep/original/ep87.2.bw.R.jpg,Overall,TRUE,gs://gcs-public-data--met/437295/0.jpg,87.2,FALSE,TRUE,European Paintings,Painting,Thusnelda at the Triumphal Entry of Germanicus into Rome,,,,,,Artist,,Karl Theodor von Piloty,"German, Munich 1826â€“1886 Ambach bei Munich",,"Piloty, Karl Theodor von",German,1826,1886,ca. 1875,1870,1880,Oil on canvas,53 x 77 1/4 in. (134.6 x 196.2 cm),"Gift of Horace Russell, 1887",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437295,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
436089,,,http://images.metmuseum.org/CRDImages/ep/original/DT332111.jpg,overall,TRUE,gs://gcs-public-data--met/436089/0.jpg,11.45.3,FALSE,TRUE,European Paintings,Painting,The Hamlet of Optevoz,,,,,,Artist,,Charles-FranÃ§ois Daubigny,"French, Paris 1817â€“1878 Paris",,"Daubigny, Charles-FranÃ§ois",French,1817,1878,ca. 1852,1849,1857,Oil on canvas,22 3/4 x 36 1/2 in. (57.8 x 92.7 cm),"Bequest of Robert Graham Dun, 1900",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436089,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
68277,"12.37.182b,c",,http://images.metmuseum.org/CRDImages/as/original/161252.jpg,,TRUE,gs://gcs-public-data--met/68277/0.jpg,"12.37.182b, c",FALSE,TRUE,Asian Art,Cover,,Japan,,,,,,,,,,,,,,19th century,1800,1899,Grass cloth; ramie /dye-patterned,Each: 47 1/2 x 12 in. (120.65 x 30.48 cm),"Rogers Fund, 1912",,,,,,,,,,,,Textiles-Painted and Printed,,http://www.metmuseum.org/art/collection/search/68277,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
57195,painting only,,http://images.metmuseum.org/CRDImages/as/original/DP341224.jpg,Overall,TRUE,gs://gcs-public-data--met/57195/0.jpg,36.100.100,FALSE,TRUE,Asian Art,Hanging scroll,æ—­æ—¥å›³|Rising Sun,Japan,Meiji period (1868â€“1912),,,,Artist,,Shibata Zeshin,"Japanese, 1807â€“1891",,Shibata Zeshin,Japanese,1807,1891,second half of the 19th century,1850,1891,Hanging scroll; ink and color on silk,31 1/2 x 9 1/4 in. (80 x 23.5 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57195,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
40336,,,http://images.metmuseum.org/CRDImages/as/original/4080.jpg,,TRUE,gs://gcs-public-data--met/40336/0.jpg,08.148.4,FALSE,TRUE,Asian Art,Painting,,Japan,Edo period (1615â€“1868),,,,Artist,,Utagawa Hiroshige,"Japanese, Tokyo (Edo) 1797â€“1858 Tokyo (Edo)",,"Utagawa, Hiroshige",Japanese,1797,1858,19th century,1797,1858,Matted painting; ink and color on silk (Ukiyo-e),13 15/16 x 21 7/16 in. (35.4 x 54.5 cm),"Gift of Francis Lathrop, 1908",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40336,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
39641,,,http://images.metmuseum.org/CRDImages/as/original/ASA38.jpg,,TRUE,gs://gcs-public-data--met/39641/0.jpg,1994.409,FALSE,TRUE,Asian Art,Painting,,China,Qing dynasty (1644â€“1911),,,,Artist,,Unidentified Artist,,Chinese,Unidentified Artist,,,,early 19th century,1800,1833,Gouache on paper,14 5/8 x 11 7/8 in. (37.1 x 30.2 cm),"Purchase, Florence and Herbert Irving Gift, 1994",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/39641,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
38035,,,http://images.metmuseum.org/CRDImages/as/original/DP153170.jpg,,TRUE,gs://gcs-public-data--met/38035/0.jpg,18.134.4,FALSE,TRUE,Asian Art,Painting,,"India (Punjab Hills, Kangra)",,,,,,,,,,,,,,ca. 1850,1840,1860,Ink and opaque watercolor on paper,6 1/2 x 4 1/4 in. (16.5 x 10.8 cm),"Rogers Fund, 1918",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/38035,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
74728,,,http://images.metmuseum.org/CRDImages/as/original/DP166115.jpg,,TRUE,gs://gcs-public-data--met/74728/0.jpg,2008.359.48,FALSE,TRUE,Asian Art,Painting,,India (Rajasthan),,,,,,,,,,,,,,18thâ€“19th century,1700,1899,Ink on paper,Image (sight): 19 1/4 x 20 3/4 in. (48.9 x 52.7 cm) Framed: 28 x 32 in. (71.1 x 81.3 cm),"Gift of Subhash Kapoor, in memory of his parents, Smt Shashi Kanta and Shree Parshotam Ram Kapoor, 2008",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/74728,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51667,,,http://images.metmuseum.org/CRDImages/as/original/DP202476_CRD.jpg,,TRUE,gs://gcs-public-data--met/51667/0.jpg,47.18.48,FALSE,TRUE,Asian Art,Handscroll,,China,Qing dynasty (?) (1644â€“1911),,,,Artist|Artist,In the style of,Unidentified Artist|Mi Fu,"Chinese, 1052â€“1107",,Unidentified Artist|MI FU,Chinese,1052,1107,,1644,1911,Handscroll; ink on silk,13 1/4 x 110 3/16 in. (33.7 x 279.9 cm),"From the Collection of A. W. Bahr, Purchase, Fletcher Fund, 1947",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51667,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
435980,,,http://images.metmuseum.org/CRDImages/ep/original/DT872.jpg,Overall,TRUE,gs://gcs-public-data--met/435980/0.jpg,29.100.564,FALSE,TRUE,European Paintings,Painting,Portrait of a Child,,,,,,Artist,,Camille Corot,"French, Paris 1796â€“1875 Paris",,"Corot, Camille",French,1796,1875,ca. 1835,1830,1840,Oil on wood,12 5/8 x 9 1/4 in. (32.1 x 23.5 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435980,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437301,,,http://images.metmuseum.org/CRDImages/ep/original/DT1868.jpg,Overall,TRUE,gs://gcs-public-data--met/437301/0.jpg,64.156,FALSE,TRUE,European Paintings,Painting,The Public Garden at Pontoise,,,,,,Artist,,Camille Pissarro,"French, Charlotte Amalie, Saint Thomas 1830â€“1903 Paris",,"Pissarro, Camille",French,1830,1903,1874,1874,1874,Oil on canvas,23 5/8 x 28 3/4 in. (60 x 73 cm),"Gift of Mr. and Mrs. Arthur Murray, 1964",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437301,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
436152,,,http://images.metmuseum.org/CRDImages/ep/original/DT1912.jpg,Overall,TRUE,gs://gcs-public-data--met/436152/0.jpg,57.171,FALSE,TRUE,European Paintings,Painting,Portrait of a Woman in Gray,,,,,,Artist,,Edgar Degas,"French, Paris 1834â€“1917 Paris",,"Degas, Edgar",French,1834,1917,ca. 1865,1860,1870,Oil on canvas,36 x 28 1/2 in. (91.4 x 72.4 cm),"Gift of Mr. and Mrs. Edwin C. Vogel, 1957",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436152,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437426,,,http://images.metmuseum.org/CRDImages/ep/original/DP136266.jpg,Overall,TRUE,gs://gcs-public-data--met/437426/0.jpg,56.135.7,FALSE,TRUE,European Paintings,Painting,View of the Seacoast near Wargemont in Normandy,,,,,,Artist,,Auguste Renoir,"French, Limoges 1841â€“1919 Cagnes-sur-Mer",,"Renoir, Auguste",French,1841,1919,1880,1880,1880,Oil on canvas,19 7/8 x 24 1/2 in. (50.5 x 62.2 cm),"Bequest of Julia W. Emmons, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437426,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
438950,,,http://images.metmuseum.org/CRDImages/ep/original/DP169472.jpg,Overall,TRUE,gs://gcs-public-data--met/438950/0.jpg,2007.164.5,FALSE,TRUE,European Paintings,Painting,A Storm off the Normandy Coast,,,,,,Artist,,EugÃ¨ne Isabey,"French, Paris 1803â€“1886 Lagny",,"Isabey, EugÃ¨ne",French,1803,1886,possibly ca. 1850,1840,1860,"Oil on paper, laid down on canvas",13 x 20 in. (33 x 50.8 cm),"Gift of The Eugene Victor Thaw Art Foundation, 2007",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438950,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437809,,,http://images.metmuseum.org/CRDImages/ep/original/DP287643.jpg,Africa (MMA 43.85.18),TRUE,gs://gcs-public-data--met/437809/0.jpg,43.85.18,FALSE,TRUE,European Paintings,"Painting, monochrome overdoor",Africa,,,,,,Artist,,Giovanni Domenico Tiepolo,"Italian, Venice 1727â€“1804 Venice",,"Tiepolo, Giovanni Domenico",Italian,1727,1804,,1747,1804,"Fresco, transferred to canvas",32 1/4 x 42 3/4 in. (81.9 x 108.6 cm),"Bequest of Grace Rainey Rogers, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437809,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
44854,Section 4 of 13,,http://images.metmuseum.org/CRDImages/as/original/DP233838.jpg,,TRUE,gs://gcs-public-data--met/44854/6.jpg,57.156.7,FALSE,TRUE,Asian Art,Handscroll,,Japan,Edo period (1615â€“1868),,,,Artist,,Ukita Ikkei,"Japanese, 1795â€“1859",,Ukita Ikkei,Japanese,1795,1859,ca. 1858,1848,1859,Handscroll; ink and color on paper,11 3/4 in. x 25 ft. 6 in. (29.8 x 777.2 cm),"Rogers Fund, 1957",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/44854,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
447849,,,http://images.metmuseum.org/CRDImages/is/original/63088.jpg,,TRUE,gs://gcs-public-data--met/447849/1.jpg,26.12.2,FALSE,TRUE,Islamic Art,Hanging,Hanging,,,,,,,,,,,,,,,first half 19th century,1800,1850,Cotton,H. 77 in. (195.6 cm) W. 47 1/4 in. (120 cm),"Rogers Fund, 1926",Attributed to,,,,India,,,,,,,Textiles-Painted and/or Printed,,http://www.metmuseum.org/art/collection/search/447849,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
198172,,,http://images.metmuseum.org/CRDImages/es/original/116293.jpg,,TRUE,gs://gcs-public-data--met/198172/0.jpg,38.145.47,FALSE,TRUE,European Sculpture and Decorative Arts,Medallion,Medallion,probably Russian,,,,,Maker,,Rauert,,,Rauert,,1750,1850,1808,1808,1808,Verre Ã©glomisÃ©,1 7/8 Ã— 1 1/2 in. (4.8 Ã— 3.8 cm),"Bequest of Mary Martin, 1938",,,,,,,,,,,,Glass-Painted,,http://www.metmuseum.org/art/collection/search/198172,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51740,,,http://images.metmuseum.org/CRDImages/as/original/DP154430.jpg,,TRUE,gs://gcs-public-data--met/51740/0.jpg,47.18.141,FALSE,TRUE,Asian Art,Fan mounted as an album leaf,,China,Qing dynasty (1644â€“1911),,,,Artist,,Unidentified Artist,,,Unidentified Artist,,,,18thâ€“19th century,1700,1899,Fan mounted as an album leaf; ink on silk,9 x 9 5/8 in. (22.9 x 24.4 cm),"From the Collection of A. W. Bahr, Purchase, Fletcher Fund, 1947",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51740,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
45398,,,http://images.metmuseum.org/CRDImages/as/original/36_100_9_108827.jpg,,TRUE,gs://gcs-public-data--met/45398/0.jpg,36.100.9,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Edo period (1615â€“1868),,,,Artist,Attributed to,ChÅbunsai Eishi,"Japanese, 1756â€“1829",,ChÅbunsai Eishi,Japanese,1756,1829,late 18thâ€“19th century,1767,1829,Hanging scroll; ink and color on silk,12 5/8 x 27 5/8 in. (32.1 x 70.2 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/45398,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
57237,,,http://images.metmuseum.org/CRDImages/as/original/38_106_7_115891.jpg,,TRUE,gs://gcs-public-data--met/57237/0.jpg,38.106.7,FALSE,TRUE,Asian Art,Painting,,Japan,Edo period (1615â€“1868),,,,Artist,,Hokusai School,,,Hokusai School,,,,19th century,1800,1868,Unmounted painting; ink on paper,11 x 15 in. (27.9 x 38.1 cm),"Fletcher Fund, 1938",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57237,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
49066,,,http://images.metmuseum.org/CRDImages/as/original/36_100_14_108832.jpg,,TRUE,gs://gcs-public-data--met/49066/0.jpg,36.100.14,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Edo period (1615â€“1868),,,,Artist,Attributed to,Gantoku,"Japanese, 1805â€“1859",,Gantoku,Japanese,1805,1859,19th century,1805,1859,Hanging scroll; ink on paper,38 1/2 x 12 in. (97.8 x 30.5 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/49066,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
45188,,,http://images.metmuseum.org/CRDImages/as/original/36_100_21_108839.jpg,,TRUE,gs://gcs-public-data--met/45188/0.jpg,36.100.21,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Edo period (1615â€“1868),,,,Artist,Attributed to,Hanzan (Matsukawa),"Japanese, 1820â€“1882",,Hanzan,Japanese,1820,1882,19th century,1800,1882,Hanging scroll; ink and color on paper,12 1/2 x 16 13/16 in. (31.8 x 42.7 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/45188,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
57269,,,http://images.metmuseum.org/CRDImages/as/original/56_121_19_162309.jpg,,TRUE,gs://gcs-public-data--met/57269/0.jpg,56.121.19,FALSE,TRUE,Asian Art,Drawing,,Japan,Edo period (1615â€“1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760â€“1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18thâ€“19th century,1760,1849,Ink on paper,10 11/16 x 7 1/8 in. (27.1 x 18.1 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57269,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
436569,,,http://images.metmuseum.org/CRDImages/ep/original/DT2550.jpg,Overall,TRUE,gs://gcs-public-data--met/436569/0.jpg,80.5.2,FALSE,TRUE,European Paintings,Painting,The Choir of the Capuchin Church in Rome,,,,,,Artist,,FranÃ§ois Marius Granet,"French, Aix-en-Provence 1775â€“1849 Aix-en-Provence",,"Granet, FranÃ§ois Marius",French,1775,1849,1814â€“15,1814,1815,Oil on canvas,77 1/2 x 58 1/4 in. (196.9 x 148 cm),"Gift of P. L. Everard, 1880",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436569,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437477,,,http://images.metmuseum.org/CRDImages/ep/original/DP164796.jpg,Overall,TRUE,gs://gcs-public-data--met/437477/0.jpg,17.190.26,FALSE,TRUE,European Paintings,Painting,The Fountain,,,,,,Artist,,Hubert Robert,"French, Paris 1733â€“1808 Paris",,"Robert, Hubert",French,1733,1808,,1753,1808,Oil on canvas,68 1/4 x 31 3/8 in. (173.4 x 79.7 cm),"Gift of J. Pierpont Morgan, 1917",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437477,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
436116,,,http://images.metmuseum.org/CRDImages/ep/original/DT202029.jpg,Overall,TRUE,gs://gcs-public-data--met/436116/0.jpg,87.15.93,FALSE,TRUE,European Paintings,Painting,The Night Patrol at Smyrna,,,,,,Artist,,Alexandre-Gabriel Decamps,"French, Paris 1803â€“1860 Fontainebleau",,"Decamps, Alexandre-Gabriel",French,1803,1860,,1823,1860,Oil on canvas,29 1/4 x 36 3/8 in. (74.3 x 92.4 cm),"Catharine Lorillard Wolfe Collection, Bequest of Catharine Lorillard Wolfe, 1887",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436116,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
57161,"with mounting, rollers, and knobs",,http://images.metmuseum.org/CRDImages/as/original/DP302841.jpg,Overall,TRUE,gs://gcs-public-data--met/57161/1.jpg,1975.268.136,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Meiji period (1868â€“1912),,,,Artist,,Shibata Zeshin,"Japanese, 1807â€“1891",,Shibata Zeshin,Japanese,1807,1891,dated 1879,1879,1879,"Hanging scroll; colored lacquer with mother-of-pearl, gold and ink on paper",11 3/8 x 16 1/8 in. (28.9 x 41 cm),"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57161,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
70794,,,http://images.metmuseum.org/CRDImages/as/original/DP14231.jpg,,TRUE,gs://gcs-public-data--met/70794/0.jpg,1987.116,FALSE,TRUE,Asian Art,Man's tie,,Japan,,,,,,,,,,,,,,20th century,1900,1999,Wool,55 x 3 in. (139.70 x 7.62 cm),"Gift of Dr. and Mrs. Roger G. Gerry, 1987",,,,,,,,,,,,Textiles-Painted and Printed,,http://www.metmuseum.org/art/collection/search/70794,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
70756,,,http://images.metmuseum.org/CRDImages/as/original/DP14235.jpg,,TRUE,gs://gcs-public-data--met/70756/0.jpg,1982.385.12,FALSE,TRUE,Asian Art,Piece,,Japan,Meiji (1868â€“1912) or TaishÅ (1912â€“26) period,,,,,,,,,,,,,,1868,1926,Indigo-dyed cotton,8 1/2 x 4 3/4 in. (21.59 x 12.07 cm),"Gift of Amanda Stinchecum, 1982",,,,,,,,,,,,Textiles-Painted and Printed,,http://www.metmuseum.org/art/collection/search/70756,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
